Isolate_Id	PB2 Segment_Id	PB1 Segment_Id	PA Segment_Id	HA Segment_Id	Location	Collection_Date	Host_Age	Host_Age_Unit
EPI_ISL_256942	EPI964423 | 3025628883_ZZYPON08_v1_1	EPI964424 | 3025628883_ZZYPON08_v1_2	EPI964422 | 3025628883_ZZYPON08_v1_3	EPI964426 | 3025628883_ZZYPON08_v1_4	North America / United States / Connecticut	2017-01-31	11	Y
EPI_ISL_256936	EPI964375 | 3000684714_N8K8YC8S_v1_1	EPI964376 | 3000684714_N8K8YC8S_v1_2	EPI964374 | 3000684714_N8K8YC8S_v1_3	EPI964378 | 3000684714_N8K8YC8S_v1_4	North America / United States / Wisconsin	2017-02-22		Y
EPI_ISL_256930	EPI964327 | 3000684719_N8K8YC9H_v1_1	EPI964328 | 3000684719_N8K8YC9H_v1_2	EPI964326 | 3000684719_N8K8YC9H_v1_3	EPI964330 | 3000684719_N8K8YC9H_v1_4	North America / United States / Washington	2017-02-16		Y
EPI_ISL_256925	EPI964287 | 3000684602_000J35UB_v1_1	EPI964288 | 3000684602_000J35UB_v1_2	EPI964286 | 3000684602_000J35UB_v1_3	EPI964290 | 3000684602_000J35UB_v1_4	North America / United States / Wisconsin	2017-02-13		Y
EPI_ISL_256919				EPI964263 | A/Hungary/340/2017	Europe / Hungary / Heves megye / Egrisz?l?t	2017-01-23	59	Y
EPI_ISL_256918				EPI964262 | A/Hungary/337/2017	Europe / Hungary / Pest megye / Szigetszentmikl?s	2017-01-24	40	Y
EPI_ISL_256917				EPI964261 | A/Hungary/336/2017	Europe / Hungary / Pest megye / Szigetszentmikl?s	2017-01-23	48	Y
EPI_ISL_256916				EPI964260 | A/Hungary/335/2017	Europe / Hungary / Gyor-Moson-Sopron / Sopron	2017-01-23	25	Y
EPI_ISL_256811	EPI963467 | A/Krasnoyarsk/1807/2017	EPI963468 | A/Krasnoyarsk/1807/2017	EPI963469 | A/Krasnoyarsk/1807/2017	EPI963470 | A/Krasnoyarsk/1807/2017	Europe / Russian Federation / Krasnoyarsk Krai	2017-01-31		Y
EPI_ISL_256542	EPI962671 | A/Pays_de_Loire/1092/2017_PB2	EPI962672 | A/Pays_de_Loire/1092/2017_PB1	EPI962670 | A/Pays_de_Loire/1092/2017_PA	EPI962674 | A/Pays_de_Loire/1092/2017_HA	Europe / France / Pays_de_Loire	2017-02-20		Y
EPI_ISL_256532	EPI962591 | A/Haute_Normandie/862/2017_PB2	EPI962592 | A/Haute_Normandie/862/2017_PB1	EPI962590 | A/Haute_Normandie/862/2017_PA	EPI962594 | A/Haute_Normandie/862/2017_HA	Europe / France / Haute-Normandie	2017-02-07	3	Y
EPI_ISL_256531	EPI962583 | A/Paris/860/2017_PB2	EPI962584 | A/Paris/860/2017_PB1	EPI962582 | A/Paris/860/2017_PA	EPI962586 | A/Paris/860/2017_HA	Europe / France / Ile de France	2017-02-09	39	Y
EPI_ISL_256210	EPI961156 | 3025629249_ZZYPONYU_v1_1	EPI961157 | 3025629249_ZZYPONYU_v1_2	EPI961155 | 3025629249_ZZYPONYU_v1_3	EPI961159 | 3025629249_ZZYPONYU_v1_4	North America / United States / Wisconsin	2017-02-24	17	Y
EPI_ISL_256208	EPI961140 | 3025629241_ZZYPONY6_v1_1	EPI961141 | 3025629241_ZZYPONY6_v1_2	EPI961139 | 3025629241_ZZYPONY6_v1_3	EPI961143 | 3025629241_ZZYPONY6_v1_4	North America / United States / Louisiana	2017-01-25	39	Y
EPI_ISL_256206	EPI961125 | 3025629233_ZZYPONXQ_v1_1	EPI961126 | 3025629233_ZZYPONXQ_v1_2	EPI961124 | 3025629233_ZZYPONXQ_v1_3	EPI961128 | 3025629233_ZZYPONXQ_v1_4	North America / United States / Iowa	2017-02-22	69	Y
EPI_ISL_256205	EPI961117 | 3025629229_ZZYPONXU_v1_1	EPI961118 | 3025629229_ZZYPONXU_v1_2	EPI961116 | 3025629229_ZZYPONXU_v1_3	EPI961120 | 3025629229_ZZYPONXU_v1_4	North America / United States / Iowa	2017-02-20	22	Y
EPI_ISL_256203			EPI961102 | 3025629222_ZZYPONXF_v1_3	EPI961104 | 3025629222_ZZYPONXF_v1_4	North America / United States / Oklahoma	2017-02-23	1	Y
EPI_ISL_256198	EPI961064 | 3025629213_ZZYPONWR_v1_1	EPI961065 | 3025629213_ZZYPONWR_v1_2	EPI961063 | 3025629213_ZZYPONWR_v1_3	EPI961067 | 3025629213_ZZYPONWR_v1_4	North America / United States / New Mexico	2017-02-28	6	Y
EPI_ISL_256192	EPI961016 | 3025629199_ZZYPONVZ_v1_1	EPI961017 | 3025629199_ZZYPONVZ_v1_2	EPI961015 | 3025629199_ZZYPONVZ_v1_3	EPI961019 | 3025629199_ZZYPONVZ_v1_4	North America / United States / Alaska	2017-02-21	25	Y
EPI_ISL_256190	EPI961000 | 3025629192_ZZYPONVG_v1_1	EPI961001 | 3025629192_ZZYPONVG_v1_2	EPI960999 | 3025629192_ZZYPONVG_v1_3	EPI961003 | 3025629192_ZZYPONVG_v1_4	North America / United States / Indiana	2017-02-20	18	Y
EPI_ISL_256189	EPI960992 | 3025629191_ZZYPONVI_v1_1	EPI960993 | 3025629191_ZZYPONVI_v1_2	EPI960991 | 3025629191_ZZYPONVI_v1_3	EPI960995 | 3025629191_ZZYPONVI_v1_4	North America / United States / Indiana	2017-02-17	1	Y
EPI_ISL_256188	EPI960984 | 3025629188_ZZYPONUU_v1_1	EPI960985 | 3025629188_ZZYPONUU_v1_2	EPI960983 | 3025629188_ZZYPONUU_v1_3	EPI960987 | 3025629188_ZZYPONUU_v1_4	North America / United States / Illinois	2017-02-24	77	Y
EPI_ISL_256184	EPI960952 | 3025629180_ZZYPONV2_v1_1	EPI960953 | 3025629180_ZZYPONV2_v1_2	EPI960951 | 3025629180_ZZYPONV2_v1_3	EPI960955 | 3025629180_ZZYPONV2_v1_4	North America / United States / Illinois	2017-02-19	15	Y
EPI_ISL_256182	EPI960936 | 3025629178_ZZYPONV5_v1_1	EPI960937 | 3025629178_ZZYPONV5_v1_2	EPI960935 | 3025629178_ZZYPONV5_v1_3	EPI960939 | 3025629178_ZZYPONV5_v1_4	North America / United States / Illinois	2017-02-07	40	Y
EPI_ISL_256176	EPI960890 | 3025629145_ZZYPONSI_v1_1	EPI960891 | 3025629145_ZZYPONSI_v1_2	EPI960889 | 3025629145_ZZYPONSI_v1_3	EPI960893 | 3025629145_ZZYPONSI_v1_4	North America / United States / Alabama	2017-02-24	27	Y
EPI_ISL_256171	EPI960850 | 3025628771_ZZYPOLW0_v1_1	EPI960851 | 3025628771_ZZYPOLW0_v1_2	EPI960849 | 3025628771_ZZYPOLW0_v1_3	EPI960853 | 3025628771_ZZYPOLW0_v1_4	North America / United States / Louisiana	2017-01-30	21	Y
EPI_ISL_256170	EPI960842 | 3025628767_ZZYPOM36_v1_1	EPI960843 | 3025628767_ZZYPOM36_v1_2	EPI960841 | 3025628767_ZZYPOM36_v1_3	EPI960845 | 3025628767_ZZYPOM36_v1_4	North America / United States / North Carolina	2017-01-30	18	Y
EPI_ISL_256141	EPI960611 | 3000684730_N8K8YCB0_v1_1	EPI960612 | 3000684730_N8K8YCB0_v1_2	EPI960610 | 3000684730_N8K8YCB0_v1_3	EPI960614 | 3000684730_N8K8YCB0_v1_4	North America / United States / South Carolina	2017-02-23	81	Y
EPI_ISL_256140	EPI960601 | 3000482659_304910_v1_1	EPI960602 | 3000482659_304910_v1_2	EPI960600 | 3000482659_304910_v1_3	EPI960604 | 3000482659_304910_v1_4	North America / United States / Texas	2017-02-22	9	Y
EPI_ISL_256057				EPI960142 | MS-a-s_holstein-6-2017h3J	Europe / Germany	2017-01-23		Y
EPI_ISL_256018				EPI960064 | MS-a-b_wurttemberg-35-2017h3J	Europe / Germany	2017-01-23		Y
EPI_ISL_255984	EPI959921 | 3025628871_ZZYPOM4U_v1_1	EPI959922 | 3025628871_ZZYPOM4U_v1_2	EPI959920 | 3025628871_ZZYPOM4U_v1_3	EPI959924 | 3025628871_ZZYPOM4U_v1_4	North America / United States / Pennsylvania	2017-02-08	8	Y
EPI_ISL_255983	EPI959913 | 3025628869_ZZYPOM4O_v1_1	EPI959914 | 3025628869_ZZYPOM4O_v1_2	EPI959912 | 3025628869_ZZYPOM4O_v1_3	EPI959916 | 3025628869_ZZYPOM4O_v1_4	North America / United States / Pennsylvania	2017-02-08	21	Y
EPI_ISL_255981	EPI959902 | 3025629099_ZZYPON74_v1_1	EPI959903 | 3025629099_ZZYPON74_v1_2	EPI959901 | 3025629099_ZZYPON74_v1_3	EPI959905 | 3025629099_ZZYPON74_v1_4	North America / United States / Oregon	2017-02-14	40	Y
EPI_ISL_255980	EPI959894 | 3025629100_ZZYPON75_v1_1	EPI959895 | 3025629100_ZZYPON75_v1_2	EPI959893 | 3025629100_ZZYPON75_v1_3	EPI959897 | 3025629100_ZZYPON75_v1_4	North America / United States / Oregon	2017-02-06	13	Y
EPI_ISL_255975	EPI959855 | 3025629061_ZZYPON52_v1_1	EPI959856 | 3025629061_ZZYPON52_v1_2	EPI959854 | 3025629061_ZZYPON52_v1_3	EPI959858 | 3025629061_ZZYPON52_v1_4	North America / United States / Montana	2017-02-11	3	Y
EPI_ISL_255972	EPI959831 | 3025629048_ZZYPON44_v1_1	EPI959832 | 3025629048_ZZYPON44_v1_2	EPI959830 | 3025629048_ZZYPON44_v1_3	EPI959834 | 3025629048_ZZYPON44_v1_4	North America / United States / Mississippi	2017-02-23	56	Y
EPI_ISL_255971	EPI959823 | 3025629045_ZZYPON47_v1_1	EPI959824 | 3025629045_ZZYPON47_v1_2	EPI959822 | 3025629045_ZZYPON47_v1_3	EPI959826 | 3025629045_ZZYPON47_v1_4	North America / United States / Mississippi	2017-02-16	91	Y
EPI_ISL_255970	EPI959815 | 3025629040_ZZYPON2D_v1_1	EPI959816 | 3025629040_ZZYPON2D_v1_2	EPI959814 | 3025629040_ZZYPON2D_v1_3	EPI959818 | 3025629040_ZZYPON2D_v1_4	North America / United States / Minnesota	2017-02-17	74	Y
EPI_ISL_255967	EPI959791 | 3025628864_ZZYPOM4I_v1_1	EPI959792 | 3025628864_ZZYPOM4I_v1_2	EPI959790 | 3025628864_ZZYPOM4I_v1_3	EPI959794 | 3025628864_ZZYPOM4I_v1_4	North America / United States / Massachusetts	2017-02-01	76	Y
EPI_ISL_255961	EPI959743 | 3025629057_ZZYPON4U_v1_1	EPI959744 | 3025629057_ZZYPON4U_v1_2	EPI959742 | 3025629057_ZZYPON4U_v1_3	EPI959746 | 3025629057_ZZYPON4U_v1_4	North America / United States / Hawaii	2017-01-27	13	Y
EPI_ISL_255955	EPI959696 | 3025629019_ZZYPOMZE_v1_1	EPI959697 | 3025629019_ZZYPOMZE_v1_2	EPI959695 | 3025629019_ZZYPOMZE_v1_3	EPI959699 | 3025629019_ZZYPOMZE_v1_4	North America / United States / Arkansas	2017-01-31	13	Y
EPI_ISL_255714				EPI957922 | A/Galicia/1017/2017_HA	Europe / Spain / Galicia	2017-01-23	78	Y
EPI_ISL_255713				EPI957921 | A/Galicia/1015/2017_HA	Europe / Spain / Galicia	2017-01-27	82	Y
EPI_ISL_255712				EPI957920 | A/Galicia/1013/2017_HA	Europe / Spain / Galicia	2017-01-23	83	Y
EPI_ISL_255707				EPI957915 | A/Extremadura/1030/2017_HA	Europe / Spain / Extremadura	2017-02-04	56	Y
EPI_ISL_255706				EPI957914 | A/Extremadura/1029/2017_HA	Europe / Spain / Extremadura	2017-02-01	72	Y
EPI_ISL_255684	EPI957801 | A/Paris/1069/2017_PB2	EPI957802 | A/Paris/1069/2017_PB1	EPI957800 | A/Paris/1069/2017_PA	EPI957804 | A/Paris/1069/2017_HA	Europe / France / Ile de France	2017-02-22	41	Y
EPI_ISL_255682	EPI957785 | A/Basse_Normandie/1055/2017_PB2	EPI957786 | A/Basse_Normandie/1055/2017_PB1	EPI957784 | A/Basse_Normandie/1055/2017_PA	EPI957788 | A/Basse_Normandie/1055/2017_HA	Europe / France / Basse-Normandie	2017-02-20	23	Y
EPI_ISL_255674	EPI957724 | A/Pays_de_Loire/1026/2017_PB2	EPI957725 | A/Pays_de_Loire/1026/2017_PB1	EPI957723 | A/Pays_de_Loire/1026/2017_PA	EPI957727 | A/Pays_de_Loire/1026/2017_HA	Europe / France / Pays_de_Loire	2017-02-05	76	Y
EPI_ISL_255669	EPI957686 | A/Nord_Pas_de_Calais/831/2017_PB2	EPI957687 | A/Nord_Pas_de_Calais/831/2017_PB1	EPI957685 | A/Nord_Pas_de_Calais/831/2017_PA	EPI957689 | A/Nord_Pas_de_Calais/831/2017_HA	Europe / France / Nord_Pas_de_Calais	2017-02-06	43	Y
EPI_ISL_255662				EPI957664 | 4311700463-HA|	Europe / Netherlands	2017-02-21	26	Y
EPI_ISL_255659				EPI957661 | 4311700450-HA|	Europe / Netherlands	2017-02-20	2	Y
EPI_ISL_255655				EPI957657 | 4311700427-HA|	Europe / Netherlands	2017-02-15	35	Y
EPI_ISL_255653				EPI957655 | 4311700420-HA|	Europe / Netherlands	2017-02-15	8	M
EPI_ISL_255650				EPI957652 | 4311700410-HA|	Europe / Netherlands	2017-02-13	12	Y
EPI_ISL_255649	EPI974891 | 4311700409_PB2	EPI974892 | 4311700409_PB1	EPI974890 | 4311700409_PA	EPI957651 | 4311700409-HA|	Europe / Netherlands	2017-02-13	3	Y
EPI_ISL_255643				EPI957645 | 4311700233-HA|	Europe / Netherlands	2017-01-24	39	Y
EPI_ISL_255585	EPI957319 | A/Singapore/GP0149/2017.1	EPI957320 | A/Singapore/GP0149/2017.2	EPI957318 | A/Singapore/GP0149/2017.3	EPI957322 | A/Singapore/GP0149/2017.4	Asia / Singapore	2017-02-07	30	Y
EPI_ISL_255576	EPI957247 | A/Singapore/TT0150/2017.1	EPI957248 | A/Singapore/TT0150/2017.2	EPI957246 | A/Singapore/TT0150/2017.3	EPI957250 | A/Singapore/TT0150/2017.4	Asia / Singapore	2017-02-09		Y
EPI_ISL_255574	EPI957230 | A/Singapore/TT0122/2017.1	EPI957231 | A/Singapore/TT0122/2017.2	EPI957229 | A/Singapore/TT0122/2017.3	EPI957233 | A/Singapore/TT0122/2017.4	Asia / Singapore	2017-02-03		Y
EPI_ISL_255569	EPI957187 | A/Singapore/GP0138/2017.1	EPI957188 | A/Singapore/GP0138/2017.2	EPI957186 | A/Singapore/GP0138/2017.3	EPI957190 | A/Singapore/GP0138/2017.4	Asia / Singapore	2017-02-03	48	Y
EPI_ISL_255368				EPI955994 | A/Taiwan/97813/2017	Asia / Taiwan	2017-02-07		Y
EPI_ISL_255347	EPI955866 | 3025628951_ZZYPOMGY_v1_1	EPI955867 | 3025628951_ZZYPOMGY_v1_2	EPI955865 | 3025628951_ZZYPOMGY_v1_3	EPI955869 | 3025628951_ZZYPOMGY_v1_4	North America / United States / Wyoming	2017-02-09	13	Y
EPI_ISL_255344	EPI955842 | 3025628962_ZZYPOMHU_v1_1	EPI955843 | 3025628962_ZZYPOMHU_v1_2	EPI955841 | 3025628962_ZZYPOMHU_v1_3	EPI955845 | 3025628962_ZZYPOMHU_v1_4	North America / United States / Utah	2017-02-16	92	Y
EPI_ISL_255343	EPI955835 | 3025628963_ZZYPOMHV_v1_1	EPI955836 | 3025628963_ZZYPOMHV_v1_2	EPI955834 | 3025628963_ZZYPOMHV_v1_3	EPI955838 | 3025628963_ZZYPOMHV_v1_4	North America / United States / Utah	2017-02-15	55	Y
EPI_ISL_255341	EPI955819 | 3000684703_N8K8YC79_v1_1	EPI955820 | 3000684703_N8K8YC79_v1_2	EPI955818 | 3000684703_N8K8YC79_v1_3	EPI955822 | 3000684703_N8K8YC79_v1_4	Africa / Uganda	2017-01-22	4	Y
EPI_ISL_255339	EPI955803 | 3025628898_ZZYPOMDS_v1_1	EPI955804 | 3025628898_ZZYPOMDS_v1_2	EPI955802 | 3025628898_ZZYPOMDS_v1_3	EPI955806 | 3025628898_ZZYPOMDS_v1_4	North America / United States / New Mexico	2017-02-08	57	Y
EPI_ISL_255337	EPI955787 | 3025628980_ZZYPOMIM_v1_1	EPI955788 | 3025628980_ZZYPOMIM_v1_2	EPI955786 | 3025628980_ZZYPOMIM_v1_3	EPI955790 | 3025628980_ZZYPOMIM_v1_4	North America / United States / Nevada	2017-02-08	65	Y
EPI_ISL_255336	EPI955779 | 3025628979_ZZYPOMIL_v1_1	EPI955780 | 3025628979_ZZYPOMIL_v1_2	EPI955778 | 3025628979_ZZYPOMIL_v1_3	EPI955782 | 3025628979_ZZYPOMIL_v1_4	North America / United States / Nevada	2017-02-06	31	Y
EPI_ISL_255330	EPI955732 | 3025628973_ZZYPOMIA_v1_1	EPI955733 | 3025628973_ZZYPOMIA_v1_2	EPI955731 | 3025628973_ZZYPOMIA_v1_3	EPI955735 | 3025628973_ZZYPOMIA_v1_4	North America / United States / Idaho	2017-02-01	73	Y
EPI_ISL_255329	EPI955724 | 3025628970_ZZYPOMI6_v1_1	EPI955725 | 3025628970_ZZYPOMI6_v1_2	EPI955723 | 3025628970_ZZYPOMI6_v1_3	EPI955727 | 3025628970_ZZYPOMI6_v1_4	North America / United States / Idaho	2017-01-24	86	Y
EPI_ISL_255326	EPI955700 | 3025628900_ZZYPOMDV_v1_1	EPI955701 | 3025628900_ZZYPOMDV_v1_2	EPI955699 | 3025628900_ZZYPOMDV_v1_3	EPI955703 | 3025628900_ZZYPOMDV_v1_4	North America / United States / California	2017-01-29		Y
EPI_ISL_255322	EPI955668 | 3025629016_ZZYPOMKO_v1_1	EPI955669 | 3025629016_ZZYPOMKO_v1_2	EPI955667 | 3025629016_ZZYPOMKO_v1_3	EPI955671 | 3025629016_ZZYPOMKO_v1_4	North America / United States / Alaska	2017-02-09	1	Y
EPI_ISL_254715				EPI952581 | A/KANAGAWA/ZC1614/2017_SIAT0+SIAT1_HA	Asia / Japan	2017-02-06	4	Y
EPI_ISL_254711				EPI952573 | A/KANAGAWA/IC1629/2017_SIAT0+SIAT1_HA	Asia / Japan	2017-02-04	9	Y
EPI_ISL_254653	EPI952296 | A/Florida/06/2017		EPI952297 | A/Florida/06/2017	EPI952298 | A/Florida/06/2017	North America / United States / Florida	2017-01-26	1	
EPI_ISL_254648	EPI952257 | A/Colorado/04/2017	EPI952258 | A/Colorado/04/2017	EPI952259 | A/Colorado/04/2017	EPI952260 | A/Colorado/04/2017	North America / United States / Colorado	2017-01-24	19	
EPI_ISL_254579	EPI951721 | A/North Dakota/04/2017	EPI951723 | A/North Dakota/04/2017	EPI951725 | A/North Dakota/04/2017	EPI951728 | A/North Dakota/04/2017	North America / United States / North Dakota	2017-01-27	72	
EPI_ISL_254573	EPI951678 | A/Mississippi/03/2017	EPI951681 | A/Mississippi/03/2017	EPI951683 | A/Mississippi/03/2017	EPI951685 | A/Mississippi/03/2017	North America / United States / Mississippi	2017-01-25	79	
EPI_ISL_254567	EPI951630 | A/New York/03/2017	EPI951632 | A/New York/03/2017	EPI951634 | A/New York/03/2017	EPI951637 | A/New York/03/2017	North America / United States / New York	2017-01-24	19	
EPI_ISL_254566	EPI951621 | A/Texas/24/2017	EPI951622 | A/Texas/24/2017	EPI951623 | A/Texas/24/2017	EPI951624 | A/Texas/24/2017	North America / United States / Texas	2017-01-26	19	
EPI_ISL_254564	EPI951606 | A/Texas/23/2017	EPI951608 | A/Texas/23/2017	EPI951610 | A/Texas/23/2017	EPI951612 | A/Texas/23/2017	North America / United States / Texas	2017-01-26	8	
EPI_ISL_254551	EPI951510 | A/Minnesota/07/2017	EPI951512 | A/Minnesota/07/2017	EPI951514 | A/Minnesota/07/2017	EPI951517 | A/Minnesota/07/2017	North America / United States / Minnesota	2017-01-24	32	
EPI_ISL_254536	EPI951387 | A/Alabama/04/2017	EPI951390 | A/Alabama/04/2017	EPI951392 | A/Alabama/04/2017	EPI951394 | A/Alabama/04/2017	North America / United States / Alabama	2017-01-23	16	
EPI_ISL_253917	EPI946446 | Infl_17-02573NGS_PB2H3N2		EPI946444 | Infl_17-02573NGS_PAH3N2	EPI946450 | Infl_17-02573NGS_H3	Europe / Sweden / Stockholms lan	2017-02-04	58	Y
EPI_ISL_253615	EPI944953 | 3000684598_N8K8YBSO_v1_1	EPI944954 | 3000684598_N8K8YBSO_v1_2	EPI944952 | 3000684598_N8K8YBSO_v1_3	EPI944956 | 3000684598_N8K8YBSO_v1_4	North America / United States / Washington	2017-02-07		Y
EPI_ISL_253600	EPI944830 | 3000482339_N8K8HGX2_v1_1	EPI944831 | 3000482339_N8K8HGX2_v1_2	EPI944829 | 3000482339_N8K8HGX2_v1_3	EPI944833 | 3000482339_N8K8HGX2_v1_4	North America / United States / Michigan	2017-02-07	15	Y
EPI_ISL_253587	EPI944723 | 3000482315_N8K8HGTQ_v1_1	EPI944724 | 3000482315_N8K8HGTQ_v1_2	EPI944722 | 3000482315_N8K8HGTQ_v1_3	EPI944726 | 3000482315_N8K8HGTQ_v1_4	North America / United States / Tennessee	2017-01-24		Y
EPI_ISL_253585	EPI944706 | 3000482574_N8K8HHTP_v1_1	EPI944707 | 3000482574_N8K8HHTP_v1_2	EPI944705 | 3000482574_N8K8HHTP_v1_3	EPI944709 | 3000482574_N8K8HHTP_v1_4	North America / United States / Michigan	2017-01-23	56	Y
EPI_ISL_253582	EPI944682 | 3000482273_N8K8HGNW_v1_1	EPI944683 | 3000482273_N8K8HGNW_v1_2	EPI944681 | 3000482273_N8K8HGNW_v1_3	EPI944685 | 3000482273_N8K8HGNW_v1_4	North America / United States / Washington	2017-01-24		Y
EPI_ISL_253532				EPI944503 | HA_17BWB114_T2520-17_O	Europe / Germany	2017-01-23	13	Y
EPI_ISL_253474	EPI944365 | A/Bretagne/999/2017_PB2	EPI944366 | A/Bretagne/999/2017_PB1	EPI944364 | A/Bretagne/999/2017_PA	EPI944368 | A/Bretagne/999/2017_HA	Europe / France / Bretagne	2017-02-14	5	Y
EPI_ISL_253469	EPI944326 | A/Alsace/974/2017_PB2	EPI944327 | A/Alsace/974/2017_PB1	EPI944325 | A/Alsace/974/2017_PA	EPI944329 | A/Alsace/974/2017_HA	Europe / France / Alsace	2017-02-14	46	Y
EPI_ISL_253461	EPI944262 | A/Alsace/918/2017_PB2	EPI944263 | A/Alsace/918/2017_PB1	EPI944261 | A/Alsace/918/2017_PA	EPI944265 | A/Alsace/918/2017_HA	Europe / France / Alsace	2017-02-07	65	Y
EPI_ISL_253436				EPI944212 | A/Ceuta/657/2017_HA	Europe / Spain / Ceuta	2017-02-02	12	Y
EPI_ISL_253434				EPI944210 | A/Ceuta/585/2017_HA	Europe / Spain / Ceuta	2017-01-25	27	Y
EPI_ISL_253433				EPI944209 | A/CastillaLaMancha/771/2017_HA	Europe / Spain / Castille-La Mancha	2017-02-16	45	Y
EPI_ISL_253431				EPI944207 | A/CastillaLaMancha/766/2017_HA	Europe / Spain / Castille-La Mancha	2017-01-24	95	Y
EPI_ISL_253430				EPI944206 | A/CastillaLaMancha/765/2017_HA	Europe / Spain / Castille-La Mancha	2017-02-08	77	Y
EPI_ISL_253412				EPI944188 | A/Aragon/674/2017_HA	Europe / Spain / Aragon	2017-01-21	10	Y
EPI_ISL_253327				EPI944073 | A/Romania/208182/2017	Europe / Romania / Maramures County	2017-02-13	48	Y
EPI_ISL_253201	EPI943513 | 3025628941_ZZYPOMGH_v1_1	EPI943514 | 3025628941_ZZYPOMGH_v1_2	EPI943512 | 3025628941_ZZYPOMGH_v1_3	EPI943516 | 3025628941_ZZYPOMGH_v1_4	North America / United States / Texas	2017-02-13	22	Y
EPI_ISL_253191	EPI943433 | 3025628938_ZZYPOMG0_v1_1	EPI943434 | 3025628938_ZZYPOMG0_v1_2	EPI943432 | 3025628938_ZZYPOMG0_v1_3	EPI943436 | 3025628938_ZZYPOMG0_v1_4	North America / United States / Louisiana	2017-02-15	22	Y
EPI_ISL_253185	EPI943385 | 3025628946_ZZYPOMGT_v1_1	EPI943386 | 3025628946_ZZYPOMGT_v1_2	EPI943384 | 3025628946_ZZYPOMGT_v1_3	EPI943388 | 3025628946_ZZYPOMGT_v1_4	North America / United States / Indiana	2017-02-03	22	Y
EPI_ISL_253080				EPI943178 | A/KANAGAWA/AC1627/2017_SIAT0+1_HA	Asia / Japan	2017-01-30	2	Y
EPI_ISL_253075				EPI943168 | A/KANAGAWA/IC1621/2017_SIAT0+1_HA	Asia / Japan	2017-01-24	8	Y
EPI_ISL_252981	EPI942621 | 3025628836_ZZYPOLSW_v1_1	EPI942622 | 3025628836_ZZYPOLSW_v1_2	EPI942620 | 3025628836_ZZYPOLSW_v1_3	EPI942624 | 3025628836_ZZYPOLSW_v1_4	North America / United States / Texas	2017-02-13	3	Y
EPI_ISL_252976	EPI942581 | 3025628855_ZZYPOLTW_v1_1	EPI942582 | 3025628855_ZZYPOLTW_v1_2	EPI942580 | 3025628855_ZZYPOLTW_v1_3	EPI942584 | 3025628855_ZZYPOLTW_v1_4	North America / United States / Missouri	2017-01-26	90	Y
EPI_ISL_252975	EPI942573 | 3025628812_ZZYPOLR6_v1_1	EPI942574 | 3025628812_ZZYPOLR6_v1_2	EPI942572 | 3025628812_ZZYPOLR6_v1_3	EPI942576 | 3025628812_ZZYPOLR6_v1_4	North America / United States / Minnesota	2017-02-06	45	Y
EPI_ISL_252974	EPI942565 | 3025628810_ZZYPOLR8_v1_1	EPI942566 | 3025628810_ZZYPOLR8_v1_2	EPI942564 | 3025628810_ZZYPOLR8_v1_3	EPI942568 | 3025628810_ZZYPOLR8_v1_4	North America / United States / Minnesota	2017-01-27		Y
EPI_ISL_252945				EPI942505 | A/Aragon/676/2017_HA	Europe / Spain / Aragon	2017-01-21	82	Y
EPI_ISL_252877	EPI942391 | A/Centre/906/2017_PB2	EPI942392 | A/Centre/906/2017_PB1	EPI942390 | A/Centre/906/2017_PA	EPI942394 | A/Centre/906/2017_HA	Europe / France / Region Centre	2017-02-06	77	Y
EPI_ISL_252779	EPI941990 | A/HOKKAIDO/HH01/2017_SIAT0+2_PB2	EPI941991 | A/HOKKAIDO/HH01/2017_SIAT0+2_PB1	EPI941989 | A/HOKKAIDO/HH01/2017_SIAT0+2_PA	EPI941993 | A/HOKKAIDO/HH01/2017_SIAT0+2_HA	Asia / Japan	2017-02-01	8	Y
EPI_ISL_252778	EPI941982 | A/TOKYO/SH01/2017_SIAT0+2_PB2	EPI941983 | A/TOKYO/SH01/2017_SIAT0+2_PB1	EPI941981 | A/TOKYO/SH01/2017_SIAT0+2_PA	EPI941985 | A/TOKYO/SH01/2017_SIAT0+2_HA	Asia / Japan	2017-02-03	79	Y
EPI_ISL_252741	EPI941687 | 3025628794_ZZYPOLP0_v1_1	EPI941688 | 3025628794_ZZYPOLP0_v1_2	EPI941686 | 3025628794_ZZYPOLP0_v1_3	EPI941690 | 3025628794_ZZYPOLP0_v1_4	North America / United States / Washington	2017-01-27	22	Y
EPI_ISL_252740	EPI941679 | 3025628793_ZZYPOLOZ_v1_1	EPI941680 | 3025628793_ZZYPOLOZ_v1_2	EPI941678 | 3025628793_ZZYPOLOZ_v1_3	EPI941682 | 3025628793_ZZYPOLOZ_v1_4	North America / United States / Washington	2017-01-25	33	Y
EPI_ISL_252739	EPI941671 | 3025628804_ZZYPOLQ3_v1_1	EPI941672 | 3025628804_ZZYPOLQ3_v1_2	EPI941670 | 3025628804_ZZYPOLQ3_v1_3	EPI941674 | 3025628804_ZZYPOLQ3_v1_4	North America / United States / Montana	2017-01-29	67	Y
EPI_ISL_252728	EPI941583 | 3025628817_ZZYPOLRZ_v1_1	EPI941584 | 3025628817_ZZYPOLRZ_v1_2	EPI941582 | 3025628817_ZZYPOLRZ_v1_3	EPI941586 | 3025628817_ZZYPOLRZ_v1_4	North America / United States / California	2017-01-28	63	Y
