Isolate_Id	PB2 Segment_Id	PB1 Segment_Id	PA Segment_Id	HA Segment_Id	Location	Collection_Date	Host_Age	Host_Age_Unit
EPI_ISL_252541	EPI941007 | A/Pays_de_Loire/655/2017_PB2	EPI941008 | A/Pays_de_Loire/655/2017_PB1	EPI941005 | A/Pays_de_Loire/655/2017_PA	EPI941011 | A/Pays_de_Loire/655/2017_HA	Europe / France / Pays_de_Loire	2017-01-23	7	Y
EPI_ISL_252538	EPI940990 | A/Bretagne/640/2017_PB2	EPI940991 | A/Bretagne/640/2017_PB1	EPI940989 | A/Bretagne/640/2017_PA	EPI940993 | A/Bretagne/640/2017_HA	Europe / France / Bretagne	2017-01-24	6	Y
EPI_ISL_252536	EPI940974 | A/Champagne_Ardenne/628/2017_PB2	EPI940975 | A/Champagne_Ardenne/628/2017_PB1	EPI940973 | A/Champagne_Ardenne/628/2017_PA	EPI940977 | A/Champagne_Ardenne/628/2017_HA	Europe / France / Champagne-Ardenne	2017-01-23	78	Y
EPI_ISL_252501	EPI940788 | A/Pays_de_Loire/828/2017_PB2	EPI940789 | A/Pays_de_Loire/828/2017_PB1	EPI940787 | A/Pays_de_Loire/828/2017_PA	EPI940791 | A/Pays_de_Loire/828/2017_HA	Europe / France / Pays_de_Loire	2017-01-25	1	M
EPI_ISL_252498	EPI940771 | A/Basse_Normandie/898/2017_PB2	EPI940772 | A/Basse_Normandie/898/2017_PB1		EPI940774 | A/Basse_Normandie/898/2017_HA	Europe / France / Basse-Normandie	2017-02-09	58	Y
EPI_ISL_252492	EPI940728 | A/Pays_de_Loire/825/2017_PB2	EPI940729 | A/Pays_de_Loire/825/2017_PB1	EPI940727 | A/Pays_de_Loire/825/2017_PA	EPI940731 | A/Pays_de_Loire/825/2017_HA	Europe / France / Pays_de_Loire	2017-01-29	83	Y
EPI_ISL_252488	EPI940697 | A/Bretagne/720/2017_PB2	EPI940698 | A/Bretagne/720/2017_PB1	EPI940696 | A/Bretagne/720/2017_PA	EPI940700 | A/Bretagne/720/2017_HA	Europe / France / Bretagne	2017-01-30	9	Y
EPI_ISL_250378				EPI927095 | A/Extremadura/640/2017_HA	Europe / Spain / Extremadura	2017-01-22	73	Y
EPI_ISL_250375				EPI927089 | A/Extremadura/637/2017_HA	Europe / Spain / Extremadura	2017-01-22	79	Y
EPI_ISL_250060	EPI925653 | 3025628775_ZZYPOL8M_v1_1	EPI925654 | 3025628775_ZZYPOL8M_v1_2	EPI925652 | 3025628775_ZZYPOL8M_v1_3	EPI925656 | 3025628775_ZZYPOL8M_v1_4	North America / United States / Alabama	2017-02-07	93	Y
EPI_ISL_250059	EPI925645 | 3025628774_ZZYPOL8L_v1_1	EPI925646 | 3025628774_ZZYPOL8L_v1_2	EPI925644 | 3025628774_ZZYPOL8L_v1_3	EPI925648 | 3025628774_ZZYPOL8L_v1_4	North America / United States / Alabama	2017-02-07	90	Y
EPI_ISL_250054	EPI925606 | 3025628761_ZZYPOL87_v1_1	EPI925607 | 3025628761_ZZYPOL87_v1_2	EPI925605 | 3025628761_ZZYPOL87_v1_3	EPI925609 | 3025628761_ZZYPOL87_v1_4	North America / United States / Wisconsin	2017-01-23	44	Y
EPI_ISL_250052	EPI925590 | 3025628757_ZZYPOL7M_v1_1	EPI925591 | 3025628757_ZZYPOL7M_v1_2	EPI925589 | 3025628757_ZZYPOL7M_v1_3	EPI925593 | 3025628757_ZZYPOL7M_v1_4	North America / United States / Illinois	2017-02-01	6	Y
EPI_ISL_250050	EPI925574 | 3025628754_ZZYPOL7E_v1_1	EPI925575 | 3025628754_ZZYPOL7E_v1_2	EPI925573 | 3025628754_ZZYPOL7E_v1_3	EPI925577 | 3025628754_ZZYPOL7E_v1_4	North America / United States / Vermont	2017-02-01	20	Y
EPI_ISL_250046	EPI925542 | 3025628746_ZZYPOL6Y_v1_1	EPI925543 | 3025628746_ZZYPOL6Y_v1_2	EPI925541 | 3025628746_ZZYPOL6Y_v1_3	EPI925545 | 3025628746_ZZYPOL6Y_v1_4	North America / United States / Wyoming	2017-01-26	58	Y
EPI_ISL_250042	EPI925510 | 3025628738_ZZYPOL6I_v1_1	EPI925511 | 3025628738_ZZYPOL6I_v1_2	EPI925509 | 3025628738_ZZYPOL6I_v1_3	EPI925513 | 3025628738_ZZYPOL6I_v1_4	North America / United States / New Mexico	2017-01-23	5	Y
EPI_ISL_250031	EPI925422 | 3025628714_ZZYPOL56_v1_1	EPI925423 | 3025628714_ZZYPOL56_v1_2	EPI925421 | 3025628714_ZZYPOL56_v1_3	EPI925425 | 3025628714_ZZYPOL56_v1_4	North America / United States / New Hampshire	2017-02-05	77	Y
EPI_ISL_250025	EPI925374 | 3025628699_ZZYPOL4I_v1_1	EPI925375 | 3025628699_ZZYPOL4I_v1_2	EPI925373 | 3025628699_ZZYPOL4I_v1_3	EPI925377 | 3025628699_ZZYPOL4I_v1_4	North America / United States / Indiana	2017-01-23	19	Y
EPI_ISL_250021	EPI925342 | 3025628684_ZZYPOL3D_v1_1	EPI925343 | 3025628684_ZZYPOL3D_v1_2	EPI925341 | 3025628684_ZZYPOL3D_v1_3	EPI925345 | 3025628684_ZZYPOL3D_v1_4	North America / United States / Alaska	2017-01-23	15	Y
EPI_ISL_250020	EPI925334 | 3025628683_ZZYPOL3C_v1_1	EPI925335 | 3025628683_ZZYPOL3C_v1_2	EPI925333 | 3025628683_ZZYPOL3C_v1_3	EPI925337 | 3025628683_ZZYPOL3C_v1_4	North America / United States / Alaska	2017-01-24	38	Y
EPI_ISL_250018	EPI925318 | 3025628681_ZZYPOL37_v1_1	EPI925319 | 3025628681_ZZYPOL37_v1_2	EPI925317 | 3025628681_ZZYPOL37_v1_3	EPI925321 | 3025628681_ZZYPOL37_v1_4	North America / United States / Oregon	2017-01-24	29	Y
EPI_ISL_250007	EPI925230 | 3025628661_ZZYPOL00_v1_1	EPI925231 | 3025628661_ZZYPOL00_v1_2	EPI925229 | 3025628661_ZZYPOL00_v1_3	EPI925233 | 3025628661_ZZYPOL00_v1_4	North America / United States / Texas	2017-01-31	78	Y
EPI_ISL_249958	EPI924844 | 3000482279_N8K8HGOQ_v1_1	EPI924845 | 3000482279_N8K8HGOQ_v1_2	EPI924843 | 3000482279_N8K8HGOQ_v1_3	EPI924847 | 3000482279_N8K8HGOQ_v1_4	North America / United States / Texas	2017-01-24	80	Y
EPI_ISL_249667	EPI967305 | 4311700399_PB2	EPI967306 | 4311700399_PB1	EPI967304 | 4311700399_PA	EPI922205 | RIVM4311700399-HA|	Europe / Netherlands	2017-02-10	73	Y
EPI_ISL_249666				EPI922203 | RIVM4311700386-HA|	Europe / Netherlands	2017-02-08	68	Y
EPI_ISL_249663	EPI967312 | 4311700370_PB2	EPI967313 | 4311700370_PB1	EPI967311 | 4311700370_PA	EPI922198 | RIVM4311700370-HA|	Europe / Netherlands	2017-02-07	15	Y
EPI_ISL_249660				EPI922192 | RIVM4311700354-HA|	Europe / Netherlands	2017-02-03	73	Y
EPI_ISL_249659	EPI967278 | 4311700302_PB2			EPI922189 | RIVM4311700302-HA|	Europe / Netherlands	2017-01-30	74	Y
EPI_ISL_249370	EPI919955 | A/Centre/703/2017_PB2	EPI919956 | A/Centre/703/2017_PB1	EPI919954 | A/Centre/703/2017_PA	EPI919958 | A/Centre/703/2017_HA	Europe / France / Region Centre	2017-01-30	62	Y
EPI_ISL_249367	EPI919931 | A/Alsace/666/2017_PB2	EPI919932 | A/Alsace/666/2017_PB1	EPI919930 | A/Alsace/666/2017_PA	EPI919934 | A/Alsace/666/2017_HA	Europe / France / Alsace	2017-01-26	29	Y
EPI_ISL_249365	EPI919915 | A/Champagne_Ardenne/645/2017_PB2	EPI919916 | A/Champagne_Ardenne/645/2017_PB1	EPI919914 | A/Champagne_Ardenne/645/2017_PA	EPI919918 | A/Champagne_Ardenne/645/2017_HA	Europe / France / Champagne-Ardenne	2017-01-25	91	Y
EPI_ISL_249317				EPI919628 | A/Romania/207604/2017	Europe / Romania / Judetul Galati	2017-01-31	38	Y
EPI_ISL_249057	EPI918411 | 3025628591_ZZYPOK99_v1_1	EPI918412 | 3025628591_ZZYPOK99_v1_2	EPI918410 | 3025628591_ZZYPOK99_v1_3	EPI918414 | 3025628591_ZZYPOK99_v1_4	North America / United States / Montana	2017-01-23	56	Y
EPI_ISL_249017		EPI918111 | 3025628624_ZZYPOKCC_v1_2	EPI918110 | 3025628624_ZZYPOKCC_v1_3	EPI918113 | 3025628624_ZZYPOKCC_v1_4	North America / United States / California	2017-01-23	86	Y
EPI_ISL_248932	EPI917468 | A/KANAGAWA/ZC1610/2017_SIAT0+1_PB2	EPI917469 | A/KANAGAWA/ZC1610/2017_SIAT0+1_PB1	EPI917467 | A/KANAGAWA/ZC1610/2017_SIAT0+1_PA	EPI917471 | A/KANAGAWA/ZC1610/2017_SIAT0+1_HA	Asia / Japan	2017-01-26	6	Y
EPI_ISL_248898				EPI917305 | A/Ancona/15/2017	Europe / Italy / Marche / Province of Ancona	2017-01-25	86	Y
EPI_ISL_248758				EPI916966 | A/CastillaLaMancha/523/2017_HA	Europe / Spain / Castille-La Mancha	2017-01-31	86	Y
EPI_ISL_248752				EPI916960 | A/CastillaLaMancha/421/2017_HA	Europe / Spain / Castille-La Mancha	2017-01-24	1	M
EPI_ISL_248480				EPI913889 | A/Romania/207464/2017	Europe / Romania / Judetul Iasi	2017-01-28	23	Y
EPI_ISL_248479				EPI913888 | A/Romania/207393/2017	Europe / Romania / Judetul Iasi	2017-01-27	15	Y
EPI_ISL_248302	EPI912854 | 3025628598_ZZYPOKA8_v1_1		EPI912853 | 3025628598_ZZYPOKA8_v1_3	EPI912856 | 3025628598_ZZYPOKA8_v1_4	North America / United States / Florida	2017-01-26	1	Y
EPI_ISL_248294	EPI912790 | 3025628641_ZZYPOKD5_v1_1	EPI912791 | 3025628641_ZZYPOKD5_v1_2	EPI912789 | 3025628641_ZZYPOKD5_v1_3	EPI912793 | 3025628641_ZZYPOKD5_v1_4	North America / United States / North Dakota	2017-01-27	72	Y
EPI_ISL_248293	EPI912782 | 3025628638_ZZYPOKCY_v1_1	EPI912783 | 3025628638_ZZYPOKCY_v1_2	EPI912781 | 3025628638_ZZYPOKCY_v1_3	EPI912785 | 3025628638_ZZYPOKCY_v1_4	North America / United States / Mississippi	2017-01-27	81	Y
EPI_ISL_248289	EPI912750 | 3025628612_ZZYPOKBG_v1_1	EPI912751 | 3025628612_ZZYPOKBG_v1_2	EPI912749 | 3025628612_ZZYPOKBG_v1_3	EPI912753 | 3025628612_ZZYPOKBG_v1_4	North America / United States / Texas	2017-01-26	8	Y
EPI_ISL_248287	EPI912734 | 3025628604_ZZYPOKB7_v1_1	EPI912735 | 3025628604_ZZYPOKB7_v1_2	EPI912733 | 3025628604_ZZYPOKB7_v1_3	EPI912737 | 3025628604_ZZYPOKB7_v1_4	North America / United States / Oklahoma	2017-01-23	14	Y
EPI_ISL_248131	EPI911501 | 3025628491_ZZYPOJKY_v1_1	EPI911502 | 3025628491_ZZYPOJKY_v1_2	EPI911500 | 3025628491_ZZYPOJKY_v1_3	EPI911504 | 3025628491_ZZYPOJKY_v1_4	North America / United States / Maine	2017-01-23	62	Y
EPI_ISL_248129	EPI911485 | 3025628489_ZZYPOJKU_v1_1	EPI911486 | 3025628489_ZZYPOJKU_v1_2	EPI911484 | 3025628489_ZZYPOJKU_v1_3	EPI911488 | 3025628489_ZZYPOJKU_v1_4	North America / United States / Maine	2017-01-22	18	Y
EPI_ISL_247425	EPI959388 | 4311700282_PB2	EPI959389 | 4311700282_PB1	EPI959387 | 4311700282_PA	EPI907342 | RIVM4311700282|HA	Europe / Netherlands	2017-01-27	77	Y
EPI_ISL_247422				EPI907339 | RIVM4311700218|HA	Europe / Netherlands	2017-01-23	69	Y
EPI_ISL_247420	EPI959360 | 4311700204_PB2	EPI959361 | 4311700204_PB1	EPI959359 | 4311700204_PA	EPI907337 | RIVM4311700204|HA	Europe / Netherlands	2017-01-23	10	Y
EPI_ISL_244649				EPI895582 | A/Madrid/297/2017_HA	Europe / Spain / Madrid	2017-01-23	46	Y
EPI_ISL_275518				EPI1046437 | MS-a-slovenia-1159-2017h3F	Europe / Slovenia	2017-02-15		Y
EPI_ISL_275491				EPI1046383 | MS-a-bnska_bystrica363-2017h3F	Europe / Slovakia	2017-02-09		Y
EPI_ISL_275385				EPI1045917 | A/Roraima/146112-IEC/2017_V1_4	South America / Brazil / Estado de Roraima / Alto Alegre	2017-02-13		Y
EPI_ISL_275384				EPI1045915 | A/Rio_Grande_do_Norte/146564-IEC/2017_V1_4	South America / Brazil / Estado do Rio Grande do Norte / Mossor?	2017-02-22		Y
EPI_ISL_275363				EPI1045878 | A/Paraiba/146408-IEC/2017_V1_4	South America / Brazil / Estado da Paraiba / Jo?o Pessoa	2017-02-22	31	Y
EPI_ISL_275362				EPI1045876 | A/Paraiba/146314-IEC/2017_V1_4	South America / Brazil / Estado da Paraiba / Jo?o Pessoa	2017-02-17	2	Y
EPI_ISL_275360				EPI1045872 | A/Paraiba/146152-IEC/2017_V1_4	South America / Brazil / Estado da Paraiba / Jo?o Pessoa	2017-02-09	23	Y
EPI_ISL_275353				EPI1045858 | A/Ceara/146907-IEC/2017_V1_4	South America / Brazil / Estado do Ceara / S?o Paulo - Fortaleza	2017-02-23	76	Y
EPI_ISL_275345				EPI1045842 | A/Ceara/145874-IEC/2017_V1_4	South America / Brazil / Estado do Ceara / Fortaleza	2017-02-15	38	Y
EPI_ISL_275339				EPI1045830 | A/Amazonas/145756-IEC/2017_V1_4	South America / Brazil / Estado do Amazonas / Manaus	2017-02-08	20	Y
EPI_ISL_275337				EPI1045826 | A/Amazonas/145492-IEC/2017_V1_4	South America / Brazil / Estado do Amazonas / Manaus	2017-02-07	22	Y
EPI_ISL_275336				EPI1045824 | A/Amapa/146988-IEC/2017_V1_4	South America / Brazil / Estado do Amapa / Macap?	2017-02-03		Y
EPI_ISL_275331				EPI1045814 | A/Amapa/145955-IEC/2017_V1_4	South America / Brazil / Estado do Amapa / Macap?	2017-01-30	2	Y
EPI_ISL_275131				EPI1045179 | A-Antalya-214-2017h3J	Asia / Turkey	2017-01-24		Y
EPI_ISL_275113				EPI1045142 | A/Austria/967996/2017	Europe / Austria / Bundesland Wien	2017-01-30	2	Y
EPI_ISL_274608				EPI1043302 | A/Austria/971491/2017	Europe / Austria / Bundesland Wien	2017-02-15	34	Y
EPI_ISL_274571				EPI1043080 | MS-a-st_petersburg-302-2017h3F	Europe / Russian Federation	2017-02-15	38	Y
EPI_ISL_274570				EPI1043078 | MS-a-st_petersburg-301-2017h3F	Europe / Russian Federation	2017-02-17	23	Y
EPI_ISL_274564				EPI1043066 | MS-a-novosibirsk-39-2017h3F	Europe / Russian Federation	2017-02-18	1	Y
EPI_ISL_274540				EPI1043018 | MS-a-bulgaria-395-2017h3J	Europe / Bulgaria	2017-01-26	66	Y
EPI_ISL_274539				EPI1043016 | MS-a-bulgaria-394-2017h3J	Europe / Bulgaria	2017-01-26	2	Y
EPI_ISL_274537				EPI1043012 | MS-a-bulgaria-373-2017h3J	Europe / Bulgaria	2017-01-24	3	Y
EPI_ISL_274505				EPI1042948 | MS-a-belgium-h23-2017h3J	Europe / Belgium	2017-01-29	91	Y
EPI_ISL_274504				EPI1042946 | MS-a-belgium-h22-2017h3F	Europe / Belgium	2017-02-06	15	Y
EPI_ISL_274500				EPI1042938 | MS-a-belgium-g451-2017h3F	Europe / Belgium	2017-02-20	34	Y
EPI_ISL_274499				EPI1042936 | MS-a-belgium-g448-2017h3F	Europe / Belgium	2017-02-16	22	Y
EPI_ISL_274489				EPI1042916 | MS-a-austria-973209-2017h3F	Europe / Austria	2017-02-24		Y
EPI_ISL_274210	EPI1040919 | A/New Jersey/24/2017	EPI1040920 | A/New Jersey/24/2017	EPI1040921 | A/New Jersey/24/2017	EPI1040922 | A/New Jersey/24/2017	North America / United States / New Jersey	2017-02-24	31	
EPI_ISL_274152				EPI1040825 | A/RJ/321/2017	South America / Brazil / Estado do Rio de Janeiro / RIO DE JANEIRO	2017-02-02	17	Y
EPI_ISL_274106				EPI1040724 | MS-a-linkoping-2-2017h3F	Europe / Sweden	2017-02-27		Y
EPI_ISL_274105				EPI1040722 | MS-a-linkoping-1-2017h3F	Europe / Sweden	2017-02-17		Y
EPI_ISL_274103				EPI1040718 | MS-a-bremen-8-2017h3F	Europe / Germany	2017-02-02		Y
EPI_ISL_274094				EPI1040700 | MS-a-bosnia_herz-110-2017h3F	Europe / Bosnia and Herzegovina	2017-02-15		Y
EPI_ISL_273938				EPI1040415 | A/Austria/970413/2017	Europe / Austria / Bundesland Oberosterreich	2017-02-08	31	Y
EPI_ISL_273708	EPI1039176 | 3000484073_N8K8HNLW_v1_1	EPI1039177 | 3000484073_N8K8HNLW_v1_2	EPI1039175 | 3000484073_N8K8HNLW_v1_3	EPI1039179 | 3000484073_N8K8HNLW_v1_4	Europe / Russian Federation	2017-01-25	21	Y
EPI_ISL_273703	EPI1039138 | 3000483999_N8K8HNBM_v1_1	EPI1039139 | 3000483999_N8K8HNBM_v1_2	EPI1039137 | 3000483999_N8K8HNBM_v1_3	EPI1039141 | 3000483999_N8K8HNBM_v1_4	Europe / Russian Federation	2017-02-27	25	Y
EPI_ISL_273682	EPI1038976 | 3000483872_N8K8HMTZ_v1_1	EPI1038978 | 3000483872_N8K8HMTZ_v1_2	EPI1038974 | 3000483872_N8K8HMTZ_v1_3	EPI1038984 | 3000483872_N8K8HMTZ_v1_4	Europe / Russian Federation	2017-02-10	75	Y
EPI_ISL_273674	EPI1038910 | 3000483868_N8K8HMTF_v1_1	EPI1038913 | 3000483868_N8K8HMTF_v1_2	EPI1038909 | 3000483868_N8K8HMTF_v1_3	EPI1038921 | 3000483868_N8K8HMTF_v1_4	Europe / Russian Federation	2017-02-02	59	Y
EPI_ISL_273670	EPI1038878 | 3000483866_N8K8HMT5_v1_1	EPI1038881 | 3000483866_N8K8HMT5_v1_2	EPI1038877 | 3000483866_N8K8HMT5_v1_3	EPI1038888 | 3000483866_N8K8HMT5_v1_4	Europe / Russian Federation	2017-02-02	60	Y
EPI_ISL_273661				EPI1038811 | 3000483861_N8K8HMSG_v1_4	Europe / Russian Federation	2017-02-17	70	Y
EPI_ISL_273656	EPI1038777 | 3000483856_N8K8HMRR_v1_1	EPI1038778 | 3000483856_N8K8HMRR_v1_2	EPI1038776 | 3000483856_N8K8HMRR_v1_3	EPI1038780 | 3000483856_N8K8HMRR_v1_4	Europe / Russian Federation	2017-02-22	1	Y
EPI_ISL_273652	EPI1038745 | 3000483852_N8K8HMR7_v1_1	EPI1038746 | 3000483852_N8K8HMR7_v1_2	EPI1038744 | 3000483852_N8K8HMR7_v1_3	EPI1038748 | 3000483852_N8K8HMR7_v1_4	Europe / Russian Federation	2017-02-09	20	Y
EPI_ISL_273651	EPI1038737 | 3000483851_N8K8HMR2_v1_1	EPI1038738 | 3000483851_N8K8HMR2_v1_2	EPI1038736 | 3000483851_N8K8HMR2_v1_3	EPI1038740 | 3000483851_N8K8HMR2_v1_4	Europe / Russian Federation	2017-02-06	83	Y
EPI_ISL_273641	EPI1038658 | 3000483836_N8K8HMOZ_v1_1	EPI1038659 | 3000483836_N8K8HMOZ_v1_2	EPI1038657 | 3000483836_N8K8HMOZ_v1_3	EPI1038661 | 3000483836_N8K8HMOZ_v1_4	North America / Belize	2017-02-13	12	Y
EPI_ISL_273622	EPI1038516 | 3000483345_000J39NM_v1_1	EPI1038517 | 3000483345_000J39NM_v1_2	EPI1038515 | 3000483345_000J39NM_v1_3	EPI1038519 | 3000483345_000J39NM_v1_4	South America / Brazil	2017-02-16	42	Y
EPI_ISL_273228				EPI1036303 | A/Austria/969554/2017	Europe / Austria / Bundesland Wien	2017-02-08	34	Y
EPI_ISL_273223				EPI1036293 | A/Austria/968099/2017	Europe / Austria / Vorarlberg	2017-01-31	60	Y
EPI_ISL_273192				EPI1036145 | MS-a-poland-30a-2017h3F	Europe / Poland	2017-02-14	3	Y
EPI_ISL_273191				EPI1036143 | MS-a-poland-24g-2017h3J	Europe / Poland	2017-01-23	84	Y
EPI_ISL_273185				EPI1036131 | MS-a-poland-10f-2017h3F	Europe / Poland	2017-02-13	64	Y
EPI_ISL_273174				EPI1036109 | MS-a-moldova_140_06-2017h3F	"Europe / Moldova, Republic of"	2017-02-06	57	Y
EPI_ISL_273151				EPI1036063 | MS-a-iceland-37-2017h3F	Europe / Iceland	2017-02-21		Y
EPI_ISL_273150				EPI1036061 | MS-a-iceland-36-2017h3F	Europe / Iceland	2017-02-21		Y
EPI_ISL_273149				EPI1036059 | MS-a-iceland-31-2017h3F	Europe / Iceland	2017-02-19		Y
EPI_ISL_273148				EPI1036057 | MS-a-iceland-27-2017h3F	Europe / Iceland	2017-02-16		Y
EPI_ISL_273050				EPI1035814 | A/Austria/967833/2017	Europe / Austria / Bundesland Tirol	2017-01-30	39	Y
EPI_ISL_273048				EPI1035766 | A/Austria/966924/2017	Europe / Austria / Bundesland Wien	2017-01-24	54	Y
EPI_ISL_272894	EPI1035276 | 3000483828_N8K8HMNV_v1_1	EPI1035277 | 3000483828_N8K8HMNV_v1_2	EPI1035275 | 3000483828_N8K8HMNV_v1_3	EPI1035279 | 3000483828_N8K8HMNV_v1_4	South America / Ecuador	2017-02-26		Y
EPI_ISL_272878	EPI1035148 | 3025629198_ZZYPOOZE_v1_1	EPI1035149 | 3025629198_ZZYPOOZE_v1_2	EPI1035147 | 3025629198_ZZYPOOZE_v1_3	EPI1035151 | 3025629198_ZZYPOOZE_v1_4	North America / United States / Alaska	2017-02-13	4	Y
EPI_ISL_272858				EPI1034955 | A/Austria/967281/2017	Europe / Austria / Vorarlberg	2017-01-25	47	Y
EPI_ISL_271692				EPI1032457 | A/Aragon/1645/2017_HA	Europe / Spain / Aragon	2017-01-23	85	Y
EPI_ISL_271686				EPI1032451 | A/Aragon/1630/2017_HA	Europe / Spain / Aragon	2017-01-31	78	Y
EPI_ISL_270993				EPI1030681 | A/South Carolina/NHRC_JX41745/2017	North America / United States / South Carolina	2017-02-21		
EPI_ISL_270992				EPI1030680 | A/South Carolina/NHRC_JX41729/2017	North America / United States / South Carolina	2017-02-10		
EPI_ISL_270975				EPI1030663 | A/Missouri/NHRC_36958/2017	North America / United States	2017-02-24		
EPI_ISL_270959				EPI1030633 | A/Georgia/NHRC_68650/2017	North America / United States / Georgia	2017-01-24		
EPI_ISL_270940				EPI1030614 | A/California/NHRC_FDX90242/2017	North America / United States / California	2017-02-07		
EPI_ISL_270939				EPI1030613 | A/California/NHRC_FDX90236/2017	North America / United States / California	2017-02-06		
EPI_ISL_270811				EPI1030469 | A_ENG_70840521_2017_HA	Europe / United Kingdom / BRISTOL	2017-02-15		Y
EPI_ISL_270810				EPI1030467 | A_ENG_70840272_2017_HA	Europe / United Kingdom / CAMBRIDGE	2017-02-20		Y
EPI_ISL_270806				EPI1030460 | A_ENG_70680476_2017_HA	Europe / United Kingdom / BRISTOL	2017-02-03		Y
EPI_ISL_270799				EPI1030446 | A_ENG_70520077_2017_HA	Europe / United Kingdom / SUFFOLK	2017-01-30		Y
EPI_ISL_270745				EPI1030339 | 2017-CX0850.4	Asia / China / Guangdong	2017-02-27		Y
EPI_ISL_270554	EPI1029514 | A_ENG_70840527_2017_PB2	EPI1029515 | A_ENG_70840527_2017_PB1	EPI1029513 | A_ENG_70840527_2017_PA	EPI1029517 | A_ENG_70840527_2017_HA	Europe / United Kingdom / BRISTOL	2017-02-14		Y
EPI_ISL_270553	EPI1029506 | A_ENG_70840265_2017_PB2	EPI1029507 | A_ENG_70840265_2017_PB1	EPI1029505 | A_ENG_70840265_2017_PA	EPI1029509 | A_ENG_70840265_2017_HA	Europe / United Kingdom / NORFOLK	2017-02-22		Y
EPI_ISL_270551	EPI1029490 | A_ENG_70820366_2017_PB2	EPI1029491 | A_ENG_70820366_2017_PB1	EPI1029489 | A_ENG_70820366_2017_PA	EPI1029493 | A_ENG_70820366_2017_HA	Europe / United Kingdom / BRISTOL	2017-02-16		Y
EPI_ISL_270549	EPI1029474 | A_ENG_70800087_2017_PB2	EPI1029475 | A_ENG_70800087_2017_PB1	EPI1029473 | A_ENG_70800087_2017_PA	EPI1029477 | A_ENG_70800087_2017_HA	Europe / United Kingdom / EXETER	2017-02-20		Y
EPI_ISL_270546	EPI1029450 | A_ENG_70780309_2017_PB2	EPI1029451 | A_ENG_70780309_2017_PB1	EPI1029449 | A_ENG_70780309_2017_PA	EPI1029453 | A_ENG_70780309_2017_HA	Europe / United Kingdom / BRISTOL	2017-02-07		Y
EPI_ISL_270543	EPI1029426 | A_ENG_70740080_2017_PB2	EPI1029427 | A_ENG_70740080_2017_PB1	EPI1029425 | A_ENG_70740080_2017_PA	EPI1029429 | A_ENG_70740080_2017_HA	Europe / United Kingdom / CAMBRIDGE	2017-02-10		Y
EPI_ISL_270542	EPI1029418 | A_ENG_70720036_2017_PB2	EPI1029419 | A_ENG_70720036_2017_PB1	EPI1029417 | A_ENG_70720036_2017_PA	EPI1029421 | A_ENG_70720036_2017_HA	Europe / United Kingdom / GERRARDS CROSS	2017-01-31		Y
EPI_ISL_270540	EPI1029402 | A_ENG_70700071_2017_PB2	EPI1029403 | A_ENG_70700071_2017_PB1	EPI1029401 | A_ENG_70700071_2017_PA	EPI1029405 | A_ENG_70700071_2017_HA	Europe / United Kingdom / HERTS.	2017-02-13		Y
EPI_ISL_270537	EPI1029378 | A_ENG_70660194_2017_PB2	EPI1029379 | A_ENG_70660194_2017_PB1	EPI1029377 | A_ENG_70660194_2017_PA	EPI1029381 | A_ENG_70660194_2017_HA	Europe / United Kingdom / BRISTOL	2017-02-01		Y
EPI_ISL_270532	EPI1029338 | A_ENG_70640077_2017_PB2	EPI1029339 | A_ENG_70640077_2017_PB1	EPI1029337 | A_ENG_70640077_2017_PA	EPI1029341 | A_ENG_70640077_2017_HA	Europe / United Kingdom / SUFFOLK	2017-02-06		Y
EPI_ISL_270530	EPI1029322 | A_ENG_70580680_2017_PB2	EPI1029323 | A_ENG_70580680_2017_PB1	EPI1029321 | A_ENG_70580680_2017_PA	EPI1029325 | A_ENG_70580680_2017_HA	Europe / United Kingdom / CUMBRIA	2017-02-01		Y
EPI_ISL_270525	EPI1029282 | A_ENG_70580304_2017_PB2	EPI1029283 | A_ENG_70580304_2017_PB1	EPI1029281 | A_ENG_70580304_2017_PA	EPI1029285 | A_ENG_70580304_2017_HA	Europe / United Kingdom / BRISTOL	2017-01-27		Y
EPI_ISL_270524	EPI1029274 | A_ENG_70580079_2017_PB2	EPI1029275 | A_ENG_70580079_2017_PB1	EPI1029273 | A_ENG_70580079_2017_PA	EPI1029277 | A_ENG_70580079_2017_HA	Europe / United Kingdom / HAMPSHIRE	2017-02-01		Y
EPI_ISL_270518	EPI1029226 | A_ENG_70520784_2017_PB2	EPI1029227 | A_ENG_70520784_2017_PB1	EPI1029225 | A_ENG_70520784_2017_PA	EPI1029229 | A_ENG_70520784_2017_HA	Europe / United Kingdom / SHREWSBURY	2017-01-27		Y
EPI_ISL_270505	EPI1029122 | A_ENG_70480149_2017_PB2	EPI1029123 | A_ENG_70480149_2017_PB1	EPI1029121 | A_ENG_70480149_2017_PA	EPI1029125 | A_ENG_70480149_2017_HA	Europe / United Kingdom / SUFFOLK	2017-01-27		Y
EPI_ISL_270503	EPI1029106 | A_ENG_70460720_2017_PB2	EPI1029107 | A_ENG_70460720_2017_PB1	EPI1029105 | A_ENG_70460720_2017_PA	EPI1029109 | A_ENG_70460720_2017_HA	Europe / United Kingdom / STEYNING	2017-01-24		Y
